fecha,precio_bolsa
2012-03-28,73.08396333333333
2012-03-29,69.32490333333331
2012-03-30,85.56715000000003
2012-03-31,69.63898333333334
2012-04-01,59.80879666666664
2012-04-02,72.38743999999998
2012-04-03,69.11357333333335
2012-04-04,62.78601333333334
2012-04-05,43.14911499999999
2012-04-06,40.11354999999999
2012-04-07,51.06755166666668
2012-04-08,39.34979499999999
2012-04-09,52.169838333333324
2012-04-10,48.15548999999999
2012-04-11,41.97707166666667
2012-04-12,51.65412833333332
2012-04-13,56.65708833333334
2012-04-14,48.047156666666666
2012-04-15,46.23261666666665
2012-04-16,60.80452666666665
2012-04-17,59.27761333333336
2012-04-18,61.78904000000001
2012-04-19,71.13364166666668
2012-04-20,62.20462999999998
2012-04-21,67.56182333333332
2012-04-22,60.58614666666668
2012-04-23,85.1990166666667
2012-04-24,91.82886666666667
2012-04-25,69.1488833333333
2012-04-26,53.36745333333332
2012-04-27,49.82386833333333
2012-04-28,43.2721616666667
2012-04-29,40.83518333333336
2012-04-30,50.32618166666668
2012-05-01,39.09094166666667
2012-05-02,47.22063666666667
2012-05-03,46.809791666666676
2012-05-04,56.51859333333332
2012-05-05,45.64092499999999
2012-05-06,48.159408333333324
2012-05-07,45.72134
2012-05-08,47.84948833333333
2012-05-09,49.014140000000026
2012-05-10,51.350316666666664
2012-05-11,47.27065833333335
2012-05-12,39.49249666666668
2012-05-13,38.39798500000002
2012-05-14,45.004430000000006
2012-05-15,51.466
2012-05-16,54.631609999999995
2012-05-17,47.891805000000005
2012-05-18,48.13748833333333
2012-05-19,40.10942500000001
2012-05-20,39.024103333333336
2012-05-21,39.81475166666667
2012-05-22,47.280521666666665
2012-05-23,49.92565833333333
2012-05-24,63.97479499999999
2012-05-25,54.01650166666666
2012-05-26,40.236551666666664
2012-05-27,38.585665
2012-05-28,46.816210000000005
2012-05-29,49.55990166666667
2012-05-30,48.11395833333332
2012-05-31,45.49339666666666
2012-06-01,40.02991166666668
2012-06-02,39.509129999999985
2012-06-03,39.927520000000015
2012-06-04,45.57026666666667
2012-06-05,51.11071999999999
2012-06-06,107.06568666666665
2012-06-07,85.45324666666664
2012-06-08,78.53127333333335
2012-06-09,100.66718333333334
2012-06-10,99.62191
2012-06-11,107.44054999999997
2012-06-12,124.02279333333331
2012-06-13,128.13963666666663
2012-06-14,126.53144999999996
2012-06-15,125.80998666666669
2012-06-16,114.60526333333327
2012-06-17,101.8356733333333
2012-06-18,87.35485000000001
2012-06-19,89.46393333333337
2012-06-20,87.59518333333331
2012-06-21,87.65832999999999
2012-06-22,83.64076
2012-06-23,76.45441333333336
2012-06-24,70.71698999999997
2012-06-25,78.77819000000004
2012-06-26,74.13153500000001
2012-06-27,88.95785166666668
2012-06-28,98.55226666666668
2012-06-29,100.13897333333335
2012-06-30,81.42111666666663
2012-07-01,77.93726999999996
2012-07-02,77.88952666666668
2012-07-03,82.1550166666667
2012-07-04,70.74661666666667
2012-07-05,77.55808500000003
2012-07-06,77.60328666666665
2012-07-07,66.40262000000001
2012-07-08,55.51215666666668
2012-07-09,65.35144833333332
2012-07-10,72.1538366666667
2012-07-11,74.62624666666669
2012-07-12,70.19850666666665
2012-07-13,67.74889666666665
2012-07-14,58.22589999999999
2012-07-15,55.14905666666667
2012-07-16,63.7551
2012-07-17,66.22255000000001
2012-07-18,85.82748000000002
2012-07-19,87.86773666666666
2012-07-20,73.62910999999998
2012-07-21,59.83888166666668
2012-07-22,46.07753999999998
2012-07-23,63.50837333333334
2012-07-24,65.87403333333334
2012-07-25,77.72291999999999
2012-07-26,101.33511833333331
2012-07-27,126.95792999999996
2012-07-28,114.27728333333333
2012-07-29,115.71093999999995
2012-07-30,135.71614
2012-07-31,120.92432000000004
2012-08-01,147.9775266666667
2012-08-02,138.33994833333335
2012-08-03,128.08504333333335
2012-08-04,140.74525333333335
2012-08-05,119.86088000000002
2012-08-06,134.96435000000005
2012-08-07,118.69617666666666
2012-08-08,131.78482666666662
2012-08-09,135.04640999999995
2012-08-10,146.3027466666666
2012-08-11,147.67850333333337
2012-08-12,143.23147000000003
2012-08-13,172.62144666666666
2012-08-14,169.00294499999993
2012-08-15,154.94301499999992
