Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
Sistema,Sistema,1827368.19,1837541.22,1841399.54,1864309.92,1862766.26,1942201.52,2027330.38,1972814.4,2169431.05,2334418.77,2457203.05,2515719.91,2473033.53,2483770.48,2431603.22,2378780.57,2353880.35,2464679.54,2290992.03,2274171.41,2107740.0,2253424.4,2435901.21,2118714.69,2010-11-07
Sistema,Sistema,1541481.22,1522609.82,1526891.48,1525447.99,1486320.47,1628131.85,1493989.83,1537861.6,1717670.12,1858264.54,2037486.84,2074476.5,2005035.79,1954157.31,1978729.81,1995489.29,2043640.31,1910104.38,2040868.21,1864219.43,1663453.98,1727524.22,1775768.17,1479800.49,2010-11-08
Sistema,Sistema,1580032.99,1624253.84,1654484.11,1563281.98,1529716.75,1590123.64,1717991.12,1874428.58,1955580.58,2022431.71,2003585.19,1908315.3,1969179.7,1948026.78,1905547.3,1905837.82,1938283.63,1988725.56,2108762.37,1825439.54,1710776.5,1786906.4,1886435.1,1925185.95,2010-11-09
Sistema,Sistema,1929371.41,2033216.97,1982418.75,1893742.96,2045453.37,2027774.91,2003922.0,2081358.29,2288129.42,2467450.24,2369055.41,2179210.75,2376655.76,2212629.93,2303764.29,2355040.92,2331580.98,2273719.92,1939356.63,1855474.81,1874957.05,2327657.51,2289588.13,2162623.16,2010-11-10
Sistema,Sistema,1959619.43,2102710.82,2276017.04,2293278.9,2167188.1,2106673.24,2245217.98,2108197.66,2132241.84,2096429.82,2222198.08,2246477.54,2188166.8,2154589.07,2208099.67,2160341.13,2062518.58,2054380.46,2042838.16,1888592.38,1908904.91,2440148.01,2305692.5,2024674.46,2010-11-11
Sistema,Sistema,1971784.76,2017582.77,1949868.76,1946068.96,1915168.06,2227009.95,2326002.22,2484566.56,2618059.78,2540925.9,2420207.55,2298395.19,2227487.23,2275899.93,2228132.15,2218842.37,2216333.39,2366766.55,2325441.4,2085070.23,2022393.47,2059640.64,2430182.8,2128461.76,2010-11-12
Sistema,Sistema,1777000.85,1795397.7,1739450.32,1713080.38,1791489.53,1866622.25,1844006.13,1935259.8,1844083.37,1925616.41,2143801.11,2115127.5,2046870.23,2017728.78,1886677.78,1883966.3,1915892.95,2126319.63,2280445.55,2079813.49,2006316.78,2002764.78,2045749.01,1941377.14,2010-11-13
Sistema,Sistema,1719792.92,1711935.8,1653646.85,1622596.81,1605952.83,1675364.33,1743686.9,1902054.46,1843601.25,1901099.74,1950121.91,1995576.58,2022619.85,2016127.34,1993927.28,1943481.06,1975669.74,2304540.29,2456642.08,2316056.68,2216550.88,2130799.63,1973730.95,1902276.63,2010-11-14
Sistema,Sistema,1569381.52,1625465.47,1602852.19,1575664.18,1589936.74,1611486.63,1607353.38,1699589.39,1828103.54,1917456.02,2011855.35,2174842.86,2245871.04,2175847.3,2099210.14,2076806.61,2067604.2,2306660.04,2474741.8,2299501.36,2464788.08,2311304.65,2027563.95,1886294.3,2010-11-15
Sistema,Sistema,2529233.18,2608216.76,2638399.44,2606857.07,2439013.11,2123065.69,2139854.54,2153455.45,1981646.48,1972939.48,2074935.41,1966107.95,1975399.0,1948467.1,2032054.57,2090503.41,2139181.25,2255816.54,2481612.54,2248657.37,1971221.37,1959527.44,2033885.97,2132838.04,2010-11-16
Sistema,Sistema,1382972.11,1377591.12,1381714.84,1423562.45,1532149.27,1608711.19,1757139.04,1923163.3,2080025.95,2205209.93,2250619.99,2319442.89,2307975.65,2272799.02,2389408.72,2410728.11,2411024.82,2338818.28,2509472.22,2310853.76,2183880.32,2102197.45,1836770.47,1599561.98,2010-11-17
Sistema,Sistema,1964182.69,1975096.57,1957575.36,1923267.53,1981242.33,2138045.36,1846871.19,2006320.89,2095130.36,2270539.93,2500366.33,2479446.39,2469980.19,2502323.12,2480643.31,2452504.87,2445546.18,2419280.88,2561627.75,2324339.91,2205016.08,2145154.27,1903318.06,2061492.1,2010-11-18
Sistema,Sistema,2071115.12,2060620.57,2068214.75,2083564.07,2160072.91,2192692.01,2148864.7,2004682.75,2153404.81,2248654.19,2353572.15,2408084.22,2358119.83,2330131.72,2384866.46,2363287.73,2362672.08,2329881.52,2455880.75,2181517.04,2111840.11,2462179.04,2109353.43,2336139.27,2010-11-19
Sistema,Sistema,1822028.3,1758970.5,1776377.36,2067143.86,2109374.91,2202316.74,2338101.2,2326453.18,2295181.96,2469702.76,2786676.53,2735015.28,2661397.4,2748936.56,2690733.62,2611011.86,2544986.05,2729311.27,2247797.22,2179665.17,2317853.66,2679966.22,2438949.43,2479980.32,2010-11-20
Sistema,Sistema,1972083.85,2013803.36,1974338.11,1933084.98,1862655.77,1925651.41,1950000.53,1974745.78,2035166.62,2168618.46,2245221.89,2184356.3,2051429.18,2078895.75,2077255.92,2017923.82,2047920.49,2086549.65,2465352.31,2392364.21,2319493.58,2124227.33,2097519.63,1872421.55,2010-11-21
Sistema,Sistema,1741242.34,1709486.96,1653656.68,1669729.48,1798951.97,1920190.02,1784323.41,2000683.45,2352127.78,2327273.44,2286239.03,2436113.36,2304818.37,2264352.0,2229462.48,2249266.68,2340164.93,2373260.27,2540018.27,2336548.94,2149757.4,2148548.77,2308900.67,2069065.17,2010-11-22
Sistema,Sistema,1822739.39,1820140.93,1821554.8,1810386.75,2020831.44,1876863.61,1968553.3,2189312.17,2085852.65,2132820.19,2246900.23,2281140.93,2248340.21,2024148.49,2014137.77,1990301.14,2006963.86,2026960.23,2275988.65,2043386.57,1909700.43,1944449.44,2194702.11,2031374.17,2010-11-23
Sistema,Sistema,1884166.28,1849528.78,1812009.9,1809751.19,1782483.52,1768630.1,1864255.81,2111232.2,2316831.44,2400655.62,2510447.14,2648966.35,2586087.58,2549069.93,2559314.17,2559200.98,2600709.88,2616893.39,2379568.6,2278576.02,2320845.53,2657065.48,2394109.87,2108293.96,2010-11-24
Sistema,Sistema,2056549.56,2068010.17,2011932.34,1994091.57,2023731.25,2269838.08,2326246.92,2315378.55,2445491.44,2549998.06,2634042.6,2719345.39,2661233.33,2559659.13,2669040.36,2675121.03,2659924.05,2847178.02,2516978.89,2303259.92,2447981.5,2650544.47,2421410.45,2407265.48,2010-11-25
Sistema,Sistema,2143451.1,2118770.81,2049998.24,2007207.29,2107691.88,2328505.62,2454940.79,2315428.39,2191459.25,2367030.27,2409896.02,2329062.91,2398967.85,2447245.36,2500934.37,2443393.87,2440578.51,2468158.51,2595626.36,2427071.05,2265947.35,2353984.23,2431125.65,2503978.1,2010-11-26
Sistema,Sistema,1398150.77,1269892.72,1139560.82,1101171.18,1368081.13,1456323.9,1423998.59,1375855.31,1437092.1,1525196.61,1664145.46,1777419.69,1676404.34,1718841.56,1793953.08,1835499.17,1820714.3,1888147.52,2141378.99,1997741.92,1996707.01,1701049.88,1594489.96,1684925.77,2010-09-28
Sistema,Sistema,1513005.27,1365013.35,1305011.66,1283339.58,1458103.4,1430095.32,1429731.5,1414460.2,1529217.18,1720803.7,1794520.18,1902322.54,1751086.88,1724835.29,1849089.96,1847707.56,1880564.31,1953968.64,2234842.32,2121164.07,1929522.07,1744498.71,1693028.44,1749230.88,2010-09-29
Sistema,Sistema,1582332.0,1486014.96,1308884.4,1280802.69,1542143.52,1356605.08,1293554.26,1359026.37,1473578.36,1597889.15,1715000.79,1833282.49,1684190.37,1714949.4,1824030.57,1843997.3,1834051.69,1950296.57,2200245.24,2104782.97,1907659.99,1739681.05,1636060.86,1656392.04,2010-09-30
Sistema,Sistema,1617321.01,1358007.81,1277845.35,1216768.25,1356252.14,1331863.53,1280234.29,1433845.16,1478798.43,1605275.91,1719922.63,1796384.83,1716392.27,1740210.82,1837017.61,1814342.0,1773776.93,1818949.15,1941981.49,1813995.82,1793294.27,1747693.21,1792388.65,1818392.72,2010-10-01
Sistema,Sistema,1915088.68,1948890.77,1772942.78,1758833.02,1736290.96,1872377.83,1784709.03,1696942.93,1679564.43,1857494.81,1901002.42,1852455.24,1751647.73,1881027.32,1800586.07,1786468.47,1759436.99,1725394.59,1684203.01,1583398.02,1535554.73,1856213.97,1990497.99,1905343.33,2010-10-02
Sistema,Sistema,1861235.58,1839652.39,1761542.98,1736113.97,1678611.49,1683926.41,1744883.92,1983819.68,2086562.09,2077228.04,2026771.66,2072728.47,2082793.35,2042377.45,1971933.61,1927741.83,1922931.18,1811388.07,1885044.3,1774838.98,1805631.35,1982993.46,1810849.33,1811752.52,2010-10-03
Sistema,Sistema,1592755.31,1555225.96,1476949.95,1423175.44,1430487.45,1610424.29,1595413.39,1734964.68,1836494.34,1955011.51,2044047.5,2098066.89,1906052.66,1813894.71,1878646.71,1928255.11,1928558.91,1993478.94,1673382.93,1498501.49,1653629.8,1837461.25,1851621.73,1796645.7,2010-10-04
Sistema,Sistema,1453792.79,1406082.11,1361737.77,1341903.33,1454457.31,1919819.98,2032786.34,1771246.45,1869718.55,1985131.14,2045321.03,2143537.01,2084912.01,2099818.1,2157782.66,2160910.12,2023155.71,2019736.04,1602241.59,1442045.02,1616730.73,1796542.19,1659874.22,1506258.75,2010-10-05
