Id,Value,Date
Sistema,53695100.0,2015-01-07
Sistema,49434400.0,2015-01-08
Sistema,57623300.0,2015-01-09
Sistema,52979000.0,2015-01-10
Sistema,60622400.0,2015-01-11
Sistema,61696900.0,2015-01-12
Sistema,75203000.0,2015-01-13
Sistema,55014500.0,2015-01-14
Sistema,65634000.0,2015-01-15
Sistema,64313100.0,2015-01-16
Sistema,74673700.0,2015-01-17
Sistema,75820700.0,2015-01-18
Sistema,86441500.0,2015-01-19
Sistema,78870100.0,2015-01-20
Sistema,102883700.0,2015-01-21
Sistema,123201900.0,2015-01-22
Sistema,132902700.0,2015-01-23
Sistema,100096200.0,2015-01-24
Sistema,82292400.0,2015-01-25
Sistema,62613900.0,2015-01-26
Sistema,75961900.0,2015-01-27
Sistema,76108500.0,2015-01-28
Sistema,71313000.0,2015-01-29
Sistema,79387800.0,2015-01-30
