Id,Values_Code,Values_Name,Values_Type,Values_Disp,Values_RecType,Values_CompanyCode,Values_EnerSource,Values_OperStartdate,Values_State,Date
Sistema,3DXJ,LAS VIOLETAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,PCYG,AGUA,2022-03-30,OPERACION,2024-05-13
Sistema,3E1W,AGPE RELIANZ GALAPA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENDC,RAD SOLAR,2022-03-24,OPERACION,2024-05-13
Sistema,3E2I,AGPE EL HUECO BELLEZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-03-31,OPERACION,2024-05-13
Sistema,3E5O,AGPE EMPAQUETADURAS DARROW,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-04-14,OPERACION,2024-05-13
Sistema,3E6A,AGPE COLOMBIANA DE PET,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-04-21,OPERACION,2024-05-13
Sistema,3E6C,AGPE AURELIO LLANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-04-21,OPERACION,2024-05-13
Sistema,3E7C,AUTOG CELSIA SOLAR LEVAPAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,RAD SOLAR,2022-06-11,OPERACION,2024-05-13
Sistema,3E8U,AGPE CASA GERMAN ROMERO FRIERI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-05-05,OPERACION,2024-05-13
Sistema,3E8W,AGPE GRANJA SANTA ROSA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-05-05,OPERACION,2024-05-13
Sistema,3E9G,AGPE ARISOL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-05-12,OPERACION,2024-05-13
Sistema,3E9I,ZEUS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,CHZG,AGUA,2022-05-19,OPERACION,2024-05-13
Sistema,3EAO,AGPE AGROINSUMOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2022-05-19,OPERACION,2024-05-13
Sistema,3EBN,GR PARQUE SOLAR TUCANES,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,RAD SOLAR,2022-05-31,OPERACION,2024-05-13
Sistema,3ECW,AGPE PANADERIA ZAPATOCA LA 43,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-05-26,OPERACION,2024-05-13
Sistema,3ED1,AUTOG GRAN COLOMBIA GOLD,HIDRAULICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,PRIG,AGUA,2022-05-31,OPERACION,2024-05-13
Sistema,3EDL,BOSQUES SOLARES DE LOS LLANOS 5,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,RAD SOLAR,2022-09-12,OPERACION,2024-05-13
Sistema,3EE4,PARQUE EOLICO GUAJIRA I,EOLICA,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,VIENTO,2022-04-30,PRUEBAS,2024-05-13
Sistema,3EEE,AGPE MEDICINA NUCLEAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-06-09,OPERACION,2024-05-13
Sistema,3EEG,AGPE AVICOLA LA MARIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-06-09,OPERACION,2024-05-13
Sistema,3EEI,AGPE SIMON GARCIA ORREGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-06-09,OPERACION,2024-05-13
Sistema,3EFT,AGPE AUTOSERVICIO MANA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-06-09,OPERACION,2024-05-13
Sistema,3EFW,AGPE PLANTA BUGA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,TPLC,RAD SOLAR,2022-06-09,OPERACION,2024-05-13
Sistema,3EFY,BOSQUES SOLARES DE LOS LLANOS 4,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,RAD SOLAR,2022-09-12,OPERACION,2024-05-13
Sistema,3EG2,AGPE MARTINPLAST,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2022-06-09,OPERACION,2024-05-13
Sistema,3EGG,AGPE ALFREDO MARTINEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EGI,AGPE ADIELA PALMA DE CADAVID,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EGK,AGPE CLINICA CLINALTEC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EGM,AGPE GRAN AMERICAS FONTIBON 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EGO,AGPE INVESA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EGQ,AGPE NACIONAL AVICOLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EGS,AGPE SURTIPLAZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EGU,AGPE EL HUECO PAPELERIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EGW,AGPE EL REFLEJO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-06-16,OPERACION,2024-05-13
Sistema,3EHZ,AGPE RESTAURANTE ORO NEGRO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-06-23,OPERACION,2024-05-13
Sistema,3EJI,AGPE CALARCA 2,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-07-01,OPERACION,2024-05-13
Sistema,3EJK,AGPE CALARCA 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-07-01,OPERACION,2024-05-13
Sistema,3EJM,AGPE RETYPACK SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-07-01,OPERACION,2024-05-13
Sistema,3EJO,AGPE SANTIAGO CASTAÑO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-06-30,OPERACION,2024-05-13
Sistema,3EL3,AGPE LABORATORIOS EDO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2022-07-07,OPERACION,2024-05-13
Sistema,3EL5,AGPE HUGO RESTREPO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-07-07,OPERACION,2024-05-13
Sistema,3EL7,AGPE RED WM IMPRESORES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2022-07-07,OPERACION,2024-05-13
Sistema,3EL9,AGPE HOYOSTOOLS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2022-07-07,OPERACION,2024-05-13
Sistema,3EM4,AGPE IMPORINOX,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-07-14,OPERACION,2024-05-13
Sistema,3EM6,AGPE LAVANDERIA BURBUJAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-07-14,OPERACION,2024-05-13
Sistema,3EM8,AGPE MOLDES Y MECANIZADOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-07-14,OPERACION,2024-05-13
Sistema,3ENA,TESORITO,TERMICA,DESPACHADO CENTRALMENTE,NORMAL,EPSG,GAS,2022-09-13,OPERACION,2024-05-13
Sistema,3ENC,AGPE COLORPLASTIC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2022-07-21,OPERACION,2024-05-13
Sistema,3ENE,SINCE,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,RAD SOLAR,2022-09-10,OPERACION,2024-05-13
Sistema,3EO1,AGPE FRIOGAN 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,DLRC,RAD SOLAR,2022-07-24,OPERACION,2024-05-13
Sistema,3EO3,AGPE FRIOGAN 2,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,DLRC,RAD SOLAR,2022-07-24,OPERACION,2024-05-13
Sistema,3EO5,AGPE CASA GABRIEL ROSALES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-07-28,OPERACION,2024-05-13
Sistema,3EO7,AGPE AVICOLA LA ESPERANZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-07-29,OPERACION,2024-05-13
Sistema,3EP6,AUTOG CELSIA SOLAR HARINAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,RAD SOLAR,2022-09-21,OPERACION,2024-05-13
Sistema,3EPJ,AGPE DINISSAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-08-04,OPERACION,2024-05-13
Sistema,3EPL,AGPE CAMPOALEGRE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2022-08-04,OPERACION,2024-05-13
Sistema,3EPN,AGPE JAIME QUINTERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2022-08-04,OPERACION,2024-05-13
Sistema,3ESO,AGPE EXPOFUTURO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2022-08-18,OPERACION,2024-05-13
Sistema,3EV1,LOS CABALLEROS,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,RAD SOLAR,2022-09-15,OPERACION,2024-05-13
Sistema,3EV3,LA MEDINA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,RAD SOLAR,2022-09-15,OPERACION,2024-05-13
Sistema,3EX9,AGPE FRIGORINUS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-09-01,OPERACION,2024-05-13
Sistema,3EXB,CERRITOS,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,RAD SOLAR,2022-09-19,OPERACION,2024-05-13
Sistema,3EXH,PARQUE EÓLICO WESP01,EOLICA,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,VIENTO,2022-08-31,PRUEBAS,2024-05-13
Sistema,3F2N,AGPE SENA DOSQUEBRADAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2022-09-15,OPERACION,2024-05-13
Sistema,3F2P,AGPE PETROCASINOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2022-09-15,OPERACION,2024-05-13
Sistema,3F3A,AGPE VITALBAQ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-09-22,OPERACION,2024-05-13
Sistema,3F3C,AGPE INDUNILO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2022-09-22,OPERACION,2024-05-13
Sistema,3F4K,AGPE SERVIPAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-09-29,OPERACION,2024-05-13
Sistema,3F4M,AGPE GIMNASIO LA COLINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2022-09-29,OPERACION,2024-05-13
Sistema,3F5L,AUTOG CI JEANS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,ERRG,RAD SOLAR,2023-08-25,OPERACION,2024-05-13
Sistema,3F5N,AUTOG PINTUCO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,ERRG,RAD SOLAR,2023-08-25,OPERACION,2024-05-13
Sistema,3F7M,AGPE CHAMORRO PORTILLA MISTER POLLO IPIALES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ASCC,RAD SOLAR,2022-10-06,OPERACION,2024-05-13
Sistema,3F81,AGPE COLOMBO BRITANICO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-10-13,OPERACION,2024-05-13
Sistema,3F83,AGPE SARY SAS JAIRO P,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2022-10-13,OPERACION,2024-05-13
Sistema,3F8W,AGPE GUIRNALDAS INNOVAFLORA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2022-10-13,OPERACION,2024-05-13
Sistema,3F9S,AGPE ELECTROFACIL LORICA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-10-20,OPERACION,2024-05-13
Sistema,3F9U,AGPE HOSPICLEAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2022-10-20,OPERACION,2024-05-13
Sistema,3FC7,AGPE GRANJA SARATANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-10-27,OPERACION,2024-05-13
Sistema,3FC9,AGPE SOL Y CIELO SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2022-10-27,OPERACION,2024-05-13
Sistema,3FCB,AGPE PLASTICOS CALIBRADOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-10-27,OPERACION,2024-05-13
Sistema,3FCD,AUTOG CELSIA SOLAR PALMIRA 3,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,RAD SOLAR,2023-03-30,OPERACION,2024-05-13
Sistema,3FCF,GRANJA SOLAR LANCEROS,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,RAD SOLAR,2023-01-30,OPERACION,2024-05-13
Sistema,3FD6,AGPE DEPOSITO YONATAN GONZALES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2022-11-01,OPERACION,2024-05-13
Sistema,3FD8,AGPE COOMPRORIENTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2022-11-01,OPERACION,2024-05-13
Sistema,3FEI,AGPE CASA 43 ALFEREZ REAL III,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2022-11-03,OPERACION,2024-05-13
Sistema,3FEK,AGPE PALERMO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,TPLC,RAD SOLAR,2022-11-03,OPERACION,2024-05-13
Sistema,3GFD,AGPE RAPIASEO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2022-11-17,OPERACION,2024-05-13
Sistema,3GFI,AGPE HERMECO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NRCC,RAD SOLAR,2022-11-17,OPERACION,2024-05-13
Sistema,3GFK,AGPE JAVIER HOYOS RESTREPO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2022-11-17,OPERACION,2024-05-13
Sistema,3GFM,AGPE JORGE EUSSE RESTREPO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2022-11-17,OPERACION,2024-05-13
Sistema,3GFO,AGPE DONA MANUELA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,TPLC,RAD SOLAR,2022-11-17,OPERACION,2024-05-13
Sistema,3GFQ,AGPE FERCH2,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NMRG,RAD SOLAR,2022-11-17,OPERACION,2024-05-13
Sistema,3GHQ,AGPE MUGDEN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2022-11-24,OPERACION,2024-05-13
Sistema,3GI4,AGPE HIDROMANA SEDE 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2022-11-24,OPERACION,2024-05-13
Sistema,3GI6,GRANJA SOLAR EL SALADO,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,FERG,RAD SOLAR,2023-06-17,OPERACION,2024-05-13
Sistema,3GI8,AGPE SECAR INGENIEROS SA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2022-11-24,OPERACION,2024-05-13
Sistema,3GJQ,TERMOTASAJERO DOS SOLAR,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,TERG,RAD SOLAR,2022-12-26,OPERACION,2024-05-13
